Instance,Algorithm,Repetition,Cost,Time_s
N-be75eec_150,ILS,1,3420800,0.235656
N-be75eec_150,ILS,1,3427799,0.322238
N-be75eec_150,ILS,1,3434001,0.432740
N-be75eec_150,ILS,1,3435987,0.513254
N-be75eec_150,ILS,1,3445410,0.574340
N-be75eec_150,ILS,1,3447051,0.631781
N-be75eec_150,ILS,1,3447127,0.796784
N-be75eec_150,ILS,1,3448368,0.926751
N-be75eec_150,ILS,1,3450414,1.071640
N-be75eec_150,ILS,1,3450591,1.292605
N-be75eec_150,ILS,1,3457117,1.587178
N-be75eec_150,ILS,1,3457430,2.063594
N-be75eec_150,ILS,1,3457619,2.150890
N-be75eec_150,ILS,1,3457968,2.457644
N-be75eec_150,ILS,1,3458090,3.654093
N-be75eec_150,ILS,1,3459766,3.864691
N-be75eec_150,ILS,1,3460118,4.364272
N-be75eec_150,ILS,1,3461343,4.551210
N-be75eec_150,ILS,1,3461353,5.376622
N-be75eec_150,ILS,1,3461838,5.610199
N-be75eec_150,ILS,1,3461873,8.159496
N-be75eec_150,ILS,1,3462010,9.138808
N-be75eec_150,ILS,1,3462405,17.226600
N-be75eec_150,ILS,1,3463658,20.432588
N-be75eec_150,ILS,1,3463988,22.261940
N-be75eec_150,ILS,1,3464338,23.087453
N-be75eec_150,ILS,1,3464676,27.289879
N-be75eec_150,ILS,1,3464975,29.793921
N-be75eec_150,ILS,1,3465052,36.562588
N-be75eec_150,ILS,1,3465091,52.704396
N-be75eec_150,ILS,1,3465127,53.820927
N-be75eec_150,ILS,1,3465376,58.633356
N-be75eec_150,ILS,1,3465620,60.938808
N-be75eec_150,ILS,1,3465620,60.938833
N-be75eec_150,ILS,2,3420800,0.235468
N-be75eec_150,ILS,2,3425741,0.284398
N-be75eec_150,ILS,2,3430129,0.331889
N-be75eec_150,ILS,2,3441771,0.543659
N-be75eec_150,ILS,2,3444382,0.883097
N-be75eec_150,ILS,2,3444413,1.615849
N-be75eec_150,ILS,2,3446082,1.666852
N-be75eec_150,ILS,2,3446488,1.718479
N-be75eec_150,ILS,2,3447295,1.846300
N-be75eec_150,ILS,2,3449892,1.911285
N-be75eec_150,ILS,2,3451841,1.943793
N-be75eec_150,ILS,2,3453025,2.320247
N-be75eec_150,ILS,2,3454238,2.453659
N-be75eec_150,ILS,2,3455819,2.581916
N-be75eec_150,ILS,2,3458040,2.626120
N-be75eec_150,ILS,2,3460665,3.544411
N-be75eec_150,ILS,2,3465707,3.999421
N-be75eec_150,ILS,2,3465707,3.999452
N-be75eec_150,ILS,3,3420800,0.250736
N-be75eec_150,ILS,3,3425335,0.314693
N-be75eec_150,ILS,3,3427228,0.516012
N-be75eec_150,ILS,3,3429307,0.980091
N-be75eec_150,ILS,3,3431237,1.030982
N-be75eec_150,ILS,3,3449483,1.134475
N-be75eec_150,ILS,3,3450521,1.342339
N-be75eec_150,ILS,3,3450889,2.139481
N-be75eec_150,ILS,3,3454786,2.177674
N-be75eec_150,ILS,3,3455480,2.241793
N-be75eec_150,ILS,3,3455907,2.291069
N-be75eec_150,ILS,3,3459298,2.330457
N-be75eec_150,ILS,3,3466724,2.446870
N-be75eec_150,ILS,3,3466724,2.446891
N-be75eec_150,ILS,4,3420800,0.234764
N-be75eec_150,ILS,4,3422767,0.367516
N-be75eec_150,ILS,4,3427482,0.412344
N-be75eec_150,ILS,4,3433109,0.638190
N-be75eec_150,ILS,4,3433146,0.703818
N-be75eec_150,ILS,4,3434109,0.831184
N-be75eec_150,ILS,4,3436907,0.886009
N-be75eec_150,ILS,4,3441918,1.118410
N-be75eec_150,ILS,4,3445019,1.334335
N-be75eec_150,ILS,4,3446784,1.398733
N-be75eec_150,ILS,4,3453975,2.165039
N-be75eec_150,ILS,4,3455919,2.384017
N-be75eec_150,ILS,4,3456995,2.536559
N-be75eec_150,ILS,4,3464830,3.216776
N-be75eec_150,ILS,4,3465372,3.314876
N-be75eec_150,ILS,4,3465556,3.915245
N-be75eec_150,ILS,4,3465556,3.915270
N-be75eec_150,ILS,5,3420800,0.237263
N-be75eec_150,ILS,5,3421873,0.289742
N-be75eec_150,ILS,5,3421986,0.310610
N-be75eec_150,ILS,5,3422821,0.456835
N-be75eec_150,ILS,5,3445462,0.815387
N-be75eec_150,ILS,5,3454846,0.872878
N-be75eec_150,ILS,5,3455897,0.965048
N-be75eec_150,ILS,5,3456849,1.364130
N-be75eec_150,ILS,5,3459158,1.425028
N-be75eec_150,ILS,5,3460185,1.979488
N-be75eec_150,ILS,5,3461392,2.470807
N-be75eec_150,ILS,5,3461485,2.616603
N-be75eec_150,ILS,5,3462799,2.787921
N-be75eec_150,ILS,5,3463765,3.005415
N-be75eec_150,ILS,5,3464641,3.508662
N-be75eec_150,ILS,5,3464814,3.978567
N-be75eec_150,ILS,5,3464927,4.322800
N-be75eec_150,ILS,5,3465110,4.771902
N-be75eec_150,ILS,5,3465590,4.849058
N-be75eec_150,ILS,5,3465590,4.849081
N-be75eec_150,ILS,6,3420800,0.235651
N-be75eec_150,ILS,6,3420838,0.397425
N-be75eec_150,ILS,6,3422581,0.449759
N-be75eec_150,ILS,6,3423447,0.512844
N-be75eec_150,ILS,6,3434455,0.553839
N-be75eec_150,ILS,6,3437298,0.594084
N-be75eec_150,ILS,6,3441811,0.705836
N-be75eec_150,ILS,6,3442921,0.780499
N-be75eec_150,ILS,6,3448145,0.959401
N-be75eec_150,ILS,6,3450522,0.986627
N-be75eec_150,ILS,6,3453646,1.108931
N-be75eec_150,ILS,6,3453896,1.209496
N-be75eec_150,ILS,6,3455865,1.397840
N-be75eec_150,ILS,6,3456580,1.585004
N-be75eec_150,ILS,6,3457295,1.837782
N-be75eec_150,ILS,6,3460476,2.003245
N-be75eec_150,ILS,6,3460944,2.177007
N-be75eec_150,ILS,6,3462161,2.380910
N-be75eec_150,ILS,6,3462163,2.599623
N-be75eec_150,ILS,6,3462219,3.994870
N-be75eec_150,ILS,6,3462364,4.687751
N-be75eec_150,ILS,6,3464280,4.795971
N-be75eec_150,ILS,6,3466309,6.050777
N-be75eec_150,ILS,6,3466309,6.050809
N-be75eec_150,ILS,7,3420800,0.236447
N-be75eec_150,ILS,7,3421911,0.295569
N-be75eec_150,ILS,7,3422643,0.566783
N-be75eec_150,ILS,7,3426552,0.647282
N-be75eec_150,ILS,7,3428193,0.682017
N-be75eec_150,ILS,7,3435469,0.746758
N-be75eec_150,ILS,7,3441835,0.805891
N-be75eec_150,ILS,7,3442221,0.865881
N-be75eec_150,ILS,7,3452306,0.954163
N-be75eec_150,ILS,7,3453184,0.998834
N-be75eec_150,ILS,7,3460626,1.104769
N-be75eec_150,ILS,7,3460981,1.511272
N-be75eec_150,ILS,7,3462175,1.542230
N-be75eec_150,ILS,7,3464365,1.769861
N-be75eec_150,ILS,7,3465373,1.813544
N-be75eec_150,ILS,7,3465895,2.248732
N-be75eec_150,ILS,7,3465895,2.248757
N-be75eec_150,ILS,8,3420800,0.233694
N-be75eec_150,ILS,8,3422549,0.551861
N-be75eec_150,ILS,8,3431181,0.653038
N-be75eec_150,ILS,8,3434958,0.781463
N-be75eec_150,ILS,8,3440058,0.812539
N-be75eec_150,ILS,8,3440608,0.980514
N-be75eec_150,ILS,8,3447644,1.016096
N-be75eec_150,ILS,8,3448611,1.072010
N-be75eec_150,ILS,8,3449911,1.256544
N-be75eec_150,ILS,8,3454524,1.321530
N-be75eec_150,ILS,8,3455094,1.357835
N-be75eec_150,ILS,8,3455577,1.399153
N-be75eec_150,ILS,8,3456440,1.487155
N-be75eec_150,ILS,8,3462637,1.551023
N-be75eec_150,ILS,8,3466490,1.661223
N-be75eec_150,ILS,8,3466490,1.661246
N-be75eec_150,ILS,9,3420800,0.235105
N-be75eec_150,ILS,9,3429291,0.351688
N-be75eec_150,ILS,9,3438973,0.421816
N-be75eec_150,ILS,9,3441684,0.474861
N-be75eec_150,ILS,9,3452572,0.577367
N-be75eec_150,ILS,9,3456965,0.908401
N-be75eec_150,ILS,9,3458194,1.161192
N-be75eec_150,ILS,9,3458361,1.939301
N-be75eec_150,ILS,9,3459115,1.986441
N-be75eec_150,ILS,9,3461299,2.113936
N-be75eec_150,ILS,9,3461317,2.939863
N-be75eec_150,ILS,9,3462360,3.450839
N-be75eec_150,ILS,9,3462401,3.589137
N-be75eec_150,ILS,9,3462896,4.288418
N-be75eec_150,ILS,9,3464778,4.741188
N-be75eec_150,ILS,9,3465159,9.427989
N-be75eec_150,ILS,9,3466217,9.578086
N-be75eec_150,ILS,9,3466217,9.578111
N-be75eec_150,ILS,10,3420800,0.234076
N-be75eec_150,ILS,10,3421581,0.422923
N-be75eec_150,ILS,10,3421864,0.502455
N-be75eec_150,ILS,10,3440270,0.566094
N-be75eec_150,ILS,10,3442757,0.630378
N-be75eec_150,ILS,10,3449467,0.714702
N-be75eec_150,ILS,10,3451917,0.781570
N-be75eec_150,ILS,10,3453643,0.891120
N-be75eec_150,ILS,10,3456740,0.939316
N-be75eec_150,ILS,10,3457636,1.005014
N-be75eec_150,ILS,10,3460149,1.048579
N-be75eec_150,ILS,10,3461502,1.100708
N-be75eec_150,ILS,10,3461912,1.337473
N-be75eec_150,ILS,10,3462793,1.421732
N-be75eec_150,ILS,10,3464026,1.565617
N-be75eec_150,ILS,10,3464823,1.671326
N-be75eec_150,ILS,10,3467174,1.831017
N-be75eec_150,ILS,10,3467174,1.831044
N-be75eec_150,ILS,11,3420800,0.235438
N-be75eec_150,ILS,11,3420882,0.405839
N-be75eec_150,ILS,11,3422876,0.456137
N-be75eec_150,ILS,11,3428381,0.617279
N-be75eec_150,ILS,11,3433702,0.690084
N-be75eec_150,ILS,11,3439626,0.797252
N-be75eec_150,ILS,11,3443542,0.947585
N-be75eec_150,ILS,11,3445841,0.992691
N-be75eec_150,ILS,11,3446723,1.120955
N-be75eec_150,ILS,11,3447219,1.251977
N-be75eec_150,ILS,11,3450379,1.290140
N-be75eec_150,ILS,11,3450398,1.578426
N-be75eec_150,ILS,11,3450899,1.687010
N-be75eec_150,ILS,11,3456132,1.752154
N-be75eec_150,ILS,11,3456864,2.536211
N-be75eec_150,ILS,11,3456870,2.640293
N-be75eec_150,ILS,11,3458094,2.969135
N-be75eec_150,ILS,11,3459246,3.135233
N-be75eec_150,ILS,11,3459421,3.524197
N-be75eec_150,ILS,11,3461487,3.581715
N-be75eec_150,ILS,11,3461629,3.741383
N-be75eec_150,ILS,11,3462396,3.925877
N-be75eec_150,ILS,11,3463484,4.069139
N-be75eec_150,ILS,11,3463648,4.150957
N-be75eec_150,ILS,11,3464314,4.363493
N-be75eec_150,ILS,11,3467619,4.864652
N-be75eec_150,ILS,11,3467619,4.864681
N-be75eec_150,ILS,12,3420800,0.239343
N-be75eec_150,ILS,12,3425018,0.406298
N-be75eec_150,ILS,12,3427680,0.631027
N-be75eec_150,ILS,12,3430448,0.831396
N-be75eec_150,ILS,12,3433384,0.875898
N-be75eec_150,ILS,12,3435408,0.919352
N-be75eec_150,ILS,12,3450499,0.967594
N-be75eec_150,ILS,12,3451580,0.998604
N-be75eec_150,ILS,12,3451725,1.167848
N-be75eec_150,ILS,12,3452140,1.212403
N-be75eec_150,ILS,12,3453249,1.369845
N-be75eec_150,ILS,12,3456054,1.425888
N-be75eec_150,ILS,12,3461712,2.399993
N-be75eec_150,ILS,12,3461714,2.636491
N-be75eec_150,ILS,12,3463518,2.678413
N-be75eec_150,ILS,12,3466235,3.111110
N-be75eec_150,ILS,12,3466235,3.111137
N-be75eec_150,ILS,13,3420800,0.235158
N-be75eec_150,ILS,13,3426116,0.293650
N-be75eec_150,ILS,13,3433697,0.419882
N-be75eec_150,ILS,13,3438397,0.595395
N-be75eec_150,ILS,13,3440368,0.649732
N-be75eec_150,ILS,13,3440996,0.733269
N-be75eec_150,ILS,13,3441380,0.820526
N-be75eec_150,ILS,13,3448769,0.956886
N-be75eec_150,ILS,13,3451491,1.004841
N-be75eec_150,ILS,13,3454631,1.191181
N-be75eec_150,ILS,13,3457134,1.284588
N-be75eec_150,ILS,13,3458243,1.365439
N-be75eec_150,ILS,13,3459037,1.633946
N-be75eec_150,ILS,13,3459071,1.827955
N-be75eec_150,ILS,13,3459613,2.178352
N-be75eec_150,ILS,13,3462179,2.615118
N-be75eec_150,ILS,13,3462648,2.660347
N-be75eec_150,ILS,13,3467471,2.817958
N-be75eec_150,ILS,13,3467471,2.817985
N-be75eec_150,ILS,14,3420800,0.233828
N-be75eec_150,ILS,14,3429353,0.476268
N-be75eec_150,ILS,14,3430471,0.542579
N-be75eec_150,ILS,14,3433412,0.620185
N-be75eec_150,ILS,14,3441535,0.690351
N-be75eec_150,ILS,14,3443114,0.751377
N-be75eec_150,ILS,14,3444276,0.937411
N-be75eec_150,ILS,14,3451935,0.990604
N-be75eec_150,ILS,14,3452783,1.277384
N-be75eec_150,ILS,14,3453664,1.337649
N-be75eec_150,ILS,14,3459385,1.422760
N-be75eec_150,ILS,14,3460755,1.524896
N-be75eec_150,ILS,14,3463139,1.955320
N-be75eec_150,ILS,14,3464683,2.122453
N-be75eec_150,ILS,14,3464702,2.246275
N-be75eec_150,ILS,14,3465629,2.687566
N-be75eec_150,ILS,14,3465629,2.687592
N-be75eec_150,ILS,15,3420800,0.235292
N-be75eec_150,ILS,15,3427995,0.305908
N-be75eec_150,ILS,15,3434138,0.331764
N-be75eec_150,ILS,15,3437632,0.516203
N-be75eec_150,ILS,15,3443950,0.740131
N-be75eec_150,ILS,15,3448557,0.967323
N-be75eec_150,ILS,15,3450762,1.120832
N-be75eec_150,ILS,15,3451181,1.250221
N-be75eec_150,ILS,15,3451455,1.300900
N-be75eec_150,ILS,15,3455194,1.389162
N-be75eec_150,ILS,15,3457921,2.170680
N-be75eec_150,ILS,15,3462221,2.349194
N-be75eec_150,ILS,15,3462852,2.439069
N-be75eec_150,ILS,15,3466807,2.582981
N-be75eec_150,ILS,15,3466807,2.583005
N-be75eec_150,ILS,16,3420800,0.233641
N-be75eec_150,ILS,16,3422445,0.305213
N-be75eec_150,ILS,16,3427332,0.402888
N-be75eec_150,ILS,16,3427614,0.470926
N-be75eec_150,ILS,16,3429064,0.626701
N-be75eec_150,ILS,16,3430124,0.672566
N-be75eec_150,ILS,16,3433431,0.716140
N-be75eec_150,ILS,16,3442673,0.772382
N-be75eec_150,ILS,16,3448740,0.811723
N-be75eec_150,ILS,16,3451847,1.008743
N-be75eec_150,ILS,16,3452587,1.393808
N-be75eec_150,ILS,16,3455976,1.493379
N-be75eec_150,ILS,16,3456534,1.549655
N-be75eec_150,ILS,16,3458776,2.120090
N-be75eec_150,ILS,16,3459552,2.157088
N-be75eec_150,ILS,16,3460345,2.561883
N-be75eec_150,ILS,16,3461394,2.994277
N-be75eec_150,ILS,16,3461714,3.566474
N-be75eec_150,ILS,16,3463085,4.278329
N-be75eec_150,ILS,16,3466412,5.468106
N-be75eec_150,ILS,16,3466412,5.468136
N-be75eec_150,ILS,17,3420800,0.235461
N-be75eec_150,ILS,17,3424078,0.294722
N-be75eec_150,ILS,17,3431533,0.502517
N-be75eec_150,ILS,17,3433250,0.662225
N-be75eec_150,ILS,17,3436128,0.720487
N-be75eec_150,ILS,17,3436633,0.942454
N-be75eec_150,ILS,17,3444055,1.008206
N-be75eec_150,ILS,17,3447966,1.149764
N-be75eec_150,ILS,17,3450363,1.278800
N-be75eec_150,ILS,17,3453318,1.422886
N-be75eec_150,ILS,17,3453709,1.491658
N-be75eec_150,ILS,17,3455358,1.591256
N-be75eec_150,ILS,17,3458323,1.655800
N-be75eec_150,ILS,17,3460619,1.705817
N-be75eec_150,ILS,17,3462165,1.736706
N-be75eec_150,ILS,17,3463039,1.825034
N-be75eec_150,ILS,17,3463803,2.023641
N-be75eec_150,ILS,17,3464830,2.734601
N-be75eec_150,ILS,17,3467797,2.858462
N-be75eec_150,ILS,17,3467797,2.858486
N-be75eec_150,ILS,18,3420800,0.236305
N-be75eec_150,ILS,18,3425147,0.322336
N-be75eec_150,ILS,18,3433065,0.425362
N-be75eec_150,ILS,18,3437340,0.472369
N-be75eec_150,ILS,18,3439932,0.554727
N-be75eec_150,ILS,18,3440973,0.775613
N-be75eec_150,ILS,18,3441317,1.002261
N-be75eec_150,ILS,18,3443718,1.098370
N-be75eec_150,ILS,18,3450129,1.181514
N-be75eec_150,ILS,18,3450759,1.223869
N-be75eec_150,ILS,18,3453768,1.272703
N-be75eec_150,ILS,18,3459202,1.477972
N-be75eec_150,ILS,18,3462381,1.704596
N-be75eec_150,ILS,18,3465358,1.827225
N-be75eec_150,ILS,18,3468782,1.957909
N-be75eec_150,ILS,18,3468782,1.957962
N-be75eec_150,ILS,19,3420800,0.241413
N-be75eec_150,ILS,19,3422300,0.300428
N-be75eec_150,ILS,19,3424558,0.350964
N-be75eec_150,ILS,19,3431567,0.391550
N-be75eec_150,ILS,19,3435336,0.490134
N-be75eec_150,ILS,19,3438126,0.548355
N-be75eec_150,ILS,19,3439688,0.679887
N-be75eec_150,ILS,19,3446339,0.737008
N-be75eec_150,ILS,19,3448893,1.909913
N-be75eec_150,ILS,19,3449257,2.543132
N-be75eec_150,ILS,19,3454181,2.657693
N-be75eec_150,ILS,19,3455625,3.026131
N-be75eec_150,ILS,19,3455933,3.442929
N-be75eec_150,ILS,19,3455934,4.407151
N-be75eec_150,ILS,19,3455941,5.085374
N-be75eec_150,ILS,19,3456339,5.249220
N-be75eec_150,ILS,19,3456786,5.489990
N-be75eec_150,ILS,19,3457473,6.392466
N-be75eec_150,ILS,19,3458759,6.470836
N-be75eec_150,ILS,19,3459521,7.880289
N-be75eec_150,ILS,19,3460346,8.276492
N-be75eec_150,ILS,19,3460633,8.619983
N-be75eec_150,ILS,19,3461552,8.992674
N-be75eec_150,ILS,19,3461992,9.024644
N-be75eec_150,ILS,19,3463395,9.079746
N-be75eec_150,ILS,19,3463505,9.450420
N-be75eec_150,ILS,19,3467769,10.026509
N-be75eec_150,ILS,19,3467769,10.026534
N-be75eec_150,ILS,20,3420800,0.233847
N-be75eec_150,ILS,20,3422862,0.275527
N-be75eec_150,ILS,20,3425810,0.342632
N-be75eec_150,ILS,20,3427501,0.408389
N-be75eec_150,ILS,20,3429395,0.488865
N-be75eec_150,ILS,20,3435821,0.615914
N-be75eec_150,ILS,20,3439664,0.714030
N-be75eec_150,ILS,20,3443303,0.813465
N-be75eec_150,ILS,20,3445451,0.949470
N-be75eec_150,ILS,20,3449016,1.018608
N-be75eec_150,ILS,20,3453576,1.127244
N-be75eec_150,ILS,20,3455588,1.339422
N-be75eec_150,ILS,20,3458324,1.375121
N-be75eec_150,ILS,20,3459699,1.479871
N-be75eec_150,ILS,20,3460082,1.826066
N-be75eec_150,ILS,20,3463813,1.890398
N-be75eec_150,ILS,20,3465481,1.913638
N-be75eec_150,ILS,20,3465481,1.913652
N-be75eec_150,ILS,21,3420800,0.233811
N-be75eec_150,ILS,21,3424773,0.282638
N-be75eec_150,ILS,21,3427909,0.321205
N-be75eec_150,ILS,21,3443570,0.430454
N-be75eec_150,ILS,21,3443743,0.643222
N-be75eec_150,ILS,21,3444372,0.713325
N-be75eec_150,ILS,21,3446560,0.738064
N-be75eec_150,ILS,21,3447264,0.782026
N-be75eec_150,ILS,21,3448119,1.009893
N-be75eec_150,ILS,21,3448259,1.196253
N-be75eec_150,ILS,21,3455870,1.254811
N-be75eec_150,ILS,21,3457381,1.564945
N-be75eec_150,ILS,21,3457505,1.602038
N-be75eec_150,ILS,21,3457981,1.634577
N-be75eec_150,ILS,21,3458466,1.785835
N-be75eec_150,ILS,21,3458482,2.298056
N-be75eec_150,ILS,21,3459470,2.370002
N-be75eec_150,ILS,21,3460494,2.607608
N-be75eec_150,ILS,21,3463271,2.712437
N-be75eec_150,ILS,21,3464283,3.199864
N-be75eec_150,ILS,21,3465618,3.356357
N-be75eec_150,ILS,21,3465618,3.356381
N-be75eec_150,ILS,22,3420800,0.234737
N-be75eec_150,ILS,22,3423082,0.356592
N-be75eec_150,ILS,22,3424414,0.408670
N-be75eec_150,ILS,22,3433278,0.533290
N-be75eec_150,ILS,22,3434177,0.584199
N-be75eec_150,ILS,22,3447827,0.638987
N-be75eec_150,ILS,22,3449249,0.678374
N-be75eec_150,ILS,22,3453176,0.880038
N-be75eec_150,ILS,22,3456630,1.400484
N-be75eec_150,ILS,22,3456823,1.514144
N-be75eec_150,ILS,22,3457305,1.642371
N-be75eec_150,ILS,22,3460617,1.840754
N-be75eec_150,ILS,22,3461336,2.796458
N-be75eec_150,ILS,22,3462006,3.204661
N-be75eec_150,ILS,22,3462450,5.324297
N-be75eec_150,ILS,22,3464006,5.498547
N-be75eec_150,ILS,22,3464846,5.836140
N-be75eec_150,ILS,22,3466545,5.889110
N-be75eec_150,ILS,22,3466545,5.889129
N-be75eec_150,ILS,23,3420800,0.236563
N-be75eec_150,ILS,23,3420831,0.302673
N-be75eec_150,ILS,23,3425968,0.382954
N-be75eec_150,ILS,23,3436902,0.477088
N-be75eec_150,ILS,23,3438220,0.517527
N-be75eec_150,ILS,23,3438564,0.658463
N-be75eec_150,ILS,23,3440217,0.723498
N-be75eec_150,ILS,23,3446402,0.897820
N-be75eec_150,ILS,23,3446546,1.027848
N-be75eec_150,ILS,23,3454545,1.074431
N-be75eec_150,ILS,23,3459387,1.272476
N-be75eec_150,ILS,23,3459551,1.411196
N-be75eec_150,ILS,23,3461534,1.630280
N-be75eec_150,ILS,23,3462477,1.670558
N-be75eec_150,ILS,23,3464155,1.723879
N-be75eec_150,ILS,23,3466579,1.879316
N-be75eec_150,ILS,23,3466579,1.879340
N-be75eec_150,ILS,24,3420800,0.237025
N-be75eec_150,ILS,24,3421425,0.316198
N-be75eec_150,ILS,24,3434268,0.403641
N-be75eec_150,ILS,24,3445684,0.481367
N-be75eec_150,ILS,24,3446217,0.525964
N-be75eec_150,ILS,24,3447502,0.643223
N-be75eec_150,ILS,24,3451266,0.777907
N-be75eec_150,ILS,24,3452179,0.813002
N-be75eec_150,ILS,24,3457851,0.979663
N-be75eec_150,ILS,24,3458085,1.174254
N-be75eec_150,ILS,24,3458543,1.203652
N-be75eec_150,ILS,24,3459283,1.253159
N-be75eec_150,ILS,24,3459971,1.559078
N-be75eec_150,ILS,24,3462069,2.518336
N-be75eec_150,ILS,24,3462151,2.950695
N-be75eec_150,ILS,24,3462321,3.807182
N-be75eec_150,ILS,24,3464262,3.920769
N-be75eec_150,ILS,24,3464945,5.539484
N-be75eec_150,ILS,24,3465003,6.048756
N-be75eec_150,ILS,24,3465733,7.590713
N-be75eec_150,ILS,24,3465733,7.590741
N-be75eec_150,ILS,25,3420800,0.236993
