Instance,Algorithm,Repetition,Cost,Time_s
N-be75np_150,ILS,13,7139307,7.804961
N-be75np_150,ILS,14,7063816,0.249649
N-be75np_150,ILS,14,7078976,0.350173
N-be75np_150,ILS,14,7092651,0.520504
N-be75np_150,ILS,14,7105505,0.588713
N-be75np_150,ILS,14,7114705,0.686848
N-be75np_150,ILS,14,7115584,1.039954
N-be75np_150,ILS,14,7118187,1.573178
N-be75np_150,ILS,14,7126229,1.802984
N-be75np_150,ILS,14,7126515,4.498087
N-be75np_150,ILS,14,7126941,4.638436
N-be75np_150,ILS,14,7128616,5.561292
N-be75np_150,ILS,14,7129318,6.698094
N-be75np_150,ILS,14,7130412,7.812229
N-be75np_150,ILS,14,7131506,9.596033
N-be75np_150,ILS,14,7133015,9.862019
N-be75np_150,ILS,14,7133591,12.043615
N-be75np_150,ILS,14,7140689,12.822510
N-be75np_150,ILS,14,7140689,12.822536
N-be75np_150,ILS,15,7063816,0.250239
N-be75np_150,ILS,15,7069174,0.382306
N-be75np_150,ILS,15,7075953,0.504695
N-be75np_150,ILS,15,7079710,0.668311
N-be75np_150,ILS,15,7096535,0.718484
N-be75np_150,ILS,15,7104748,0.847630
N-be75np_150,ILS,15,7107564,0.950196
N-be75np_150,ILS,15,7113895,0.995308
N-be75np_150,ILS,15,7122099,1.566305
N-be75np_150,ILS,15,7122333,2.009021
N-be75np_150,ILS,15,7131850,2.255814
N-be75np_150,ILS,15,7133027,4.064378
N-be75np_150,ILS,15,7133483,4.756743
N-be75np_150,ILS,15,7134568,5.940089
N-be75np_150,ILS,15,7137950,7.521595
N-be75np_150,ILS,15,7139926,13.146261
N-be75np_150,ILS,15,7139926,13.146289
N-be75np_150,ILS,16,7063816,0.251007
N-be75np_150,ILS,16,7072886,0.344895
N-be75np_150,ILS,16,7082873,0.376083
N-be75np_150,ILS,16,7085155,0.572756
N-be75np_150,ILS,16,7111009,0.695899
N-be75np_150,ILS,16,7111129,0.794694
N-be75np_150,ILS,16,7112564,1.057185
N-be75np_150,ILS,16,7120724,1.292545
N-be75np_150,ILS,16,7120750,1.910825
N-be75np_150,ILS,16,7123557,2.264621
N-be75np_150,ILS,16,7124050,2.430121
N-be75np_150,ILS,16,7140273,4.257079
N-be75np_150,ILS,16,7140273,4.257100
N-be75np_150,ILS,17,7063816,0.249813
N-be75np_150,ILS,17,7100738,0.329116
N-be75np_150,ILS,17,7103249,0.397872
N-be75np_150,ILS,17,7103274,1.485837
N-be75np_150,ILS,17,7110761,2.218880
N-be75np_150,ILS,17,7115752,2.498304
N-be75np_150,ILS,17,7115928,2.551854
N-be75np_150,ILS,17,7117786,2.889916
N-be75np_150,ILS,17,7120446,3.667289
N-be75np_150,ILS,17,7122311,8.598908
N-be75np_150,ILS,17,7125337,8.684113
N-be75np_150,ILS,17,7125890,8.868624
N-be75np_150,ILS,17,7126407,8.910616
N-be75np_150,ILS,17,7126600,17.179134
N-be75np_150,ILS,17,7126666,18.454023
N-be75np_150,ILS,17,7126777,23.345092
N-be75np_150,ILS,17,7127510,24.477428
N-be75np_150,ILS,17,7127606,26.206099
N-be75np_150,ILS,17,7128969,28.293278
N-be75np_150,ILS,17,7129258,29.896085
N-be75np_150,ILS,17,7129505,31.937811
N-be75np_150,ILS,17,7129579,34.396606
N-be75np_150,ILS,17,7129599,34.984932
N-be75np_150,ILS,17,7129601,38.687075
N-be75np_150,ILS,17,7130087,38.779210
N-be75np_150,ILS,17,7130532,42.519711
N-be75np_150,ILS,17,7131111,55.685874
N-be75np_150,ILS,17,7131664,65.131209
N-be75np_150,ILS,17,7131860,65.854287
N-be75np_150,ILS,17,7132444,69.893031
N-be75np_150,ILS,17,7132568,73.264366
N-be75np_150,ILS,17,7132624,95.449566
N-be75np_150,ILS,17,7132764,97.935524
N-be75np_150,ILS,17,7132836,111.504029
N-be75np_150,ILS,17,7132948,115.766004
N-be75np_150,ILS,17,7133451,125.231805
N-be75np_150,ILS,17,7133761,174.135013
N-be75np_150,ILS,17,7134477,174.770460
N-be75np_150,ILS,17,7135392,175.914901
N-be75np_150,ILS,17,7135728,209.430712
N-be75np_150,ILS,17,7136093,212.554690
N-be75np_150,ILS,17,7136233,235.984650
N-be75np_150,ILS,17,7137900,244.842490
N-be75np_150,ILS,17,7140974,245.282477
N-be75np_150,ILS,17,7140974,245.282502
N-be75np_150,ILS,18,7063816,0.250784
N-be75np_150,ILS,18,7078754,0.291976
N-be75np_150,ILS,18,7104121,0.353101
N-be75np_150,ILS,18,7107298,0.789669
N-be75np_150,ILS,18,7110561,0.900931
N-be75np_150,ILS,18,7117708,0.947809
N-be75np_150,ILS,18,7118098,2.692943
N-be75np_150,ILS,18,7118319,3.072131
N-be75np_150,ILS,18,7118818,3.111942
N-be75np_150,ILS,18,7119924,3.323792
N-be75np_150,ILS,18,7120334,3.456836
N-be75np_150,ILS,18,7120367,4.444588
N-be75np_150,ILS,18,7121586,4.497031
N-be75np_150,ILS,18,7122624,5.276047
N-be75np_150,ILS,18,7125749,6.022913
N-be75np_150,ILS,18,7125980,6.392058
N-be75np_150,ILS,18,7126983,6.700835
N-be75np_150,ILS,18,7130611,7.154518
N-be75np_150,ILS,18,7131789,8.175311
N-be75np_150,ILS,18,7132686,8.342009
N-be75np_150,ILS,18,7136476,8.401414
N-be75np_150,ILS,18,7136487,8.630554
N-be75np_150,ILS,18,7141689,9.365666
N-be75np_150,ILS,18,7141689,9.365692
N-be75np_150,ILS,19,7063816,0.250083
N-be75np_150,ILS,19,7084674,0.381581
N-be75np_150,ILS,19,7095843,0.575698
N-be75np_150,ILS,19,7097099,0.662256
N-be75np_150,ILS,19,7100783,0.777747
N-be75np_150,ILS,19,7109796,0.882849
N-be75np_150,ILS,19,7109862,0.911971
N-be75np_150,ILS,19,7117329,1.006789
N-be75np_150,ILS,19,7119449,1.372960
N-be75np_150,ILS,19,7121424,1.425055
N-be75np_150,ILS,19,7121579,1.846037
N-be75np_150,ILS,19,7124265,1.915562
N-be75np_150,ILS,19,7125643,2.282177
N-be75np_150,ILS,19,7126031,2.953186
N-be75np_150,ILS,19,7129284,3.454654
N-be75np_150,ILS,19,7131214,4.343111
N-be75np_150,ILS,19,7134937,5.023284
N-be75np_150,ILS,19,7137906,6.103590
N-be75np_150,ILS,19,7140258,6.145563
N-be75np_150,ILS,19,7140258,6.145584
N-be75np_150,ILS,20,7063816,0.249343
N-be75np_150,ILS,20,7072133,0.372895
N-be75np_150,ILS,20,7075902,0.538028
N-be75np_150,ILS,20,7081844,0.719070
N-be75np_150,ILS,20,7092239,0.937145
N-be75np_150,ILS,20,7105138,0.981064
N-be75np_150,ILS,20,7113880,1.045247
N-be75np_150,ILS,20,7116305,1.107695
N-be75np_150,ILS,20,7125780,1.920800
N-be75np_150,ILS,20,7129909,1.963380
N-be75np_150,ILS,20,7131558,2.222421
N-be75np_150,ILS,20,7133183,2.485027
N-be75np_150,ILS,20,7134068,3.961145
N-be75np_150,ILS,20,7135206,4.804516
N-be75np_150,ILS,20,7135704,4.888967
N-be75np_150,ILS,20,7136251,11.137710
N-be75np_150,ILS,20,7137309,13.180422
N-be75np_150,ILS,20,7141757,14.542163
N-be75np_150,ILS,20,7141757,14.542188
N-be75np_150,ILS,21,7063816,0.249997
N-be75np_150,ILS,21,7082807,0.371301
N-be75np_150,ILS,21,7084610,0.427162
N-be75np_150,ILS,21,7109304,0.781021
N-be75np_150,ILS,21,7115308,0.909650
N-be75np_150,ILS,21,7116607,1.846315
N-be75np_150,ILS,21,7134700,1.945364
N-be75np_150,ILS,21,7136840,2.989846
N-be75np_150,ILS,21,7138257,3.609310
N-be75np_150,ILS,21,7138490,6.091742
N-be75np_150,ILS,21,7138490,6.091776
N-be75np_150,ILS,22,7063816,0.251378
N-be75np_150,ILS,22,7075267,0.301210
N-be75np_150,ILS,22,7096183,0.360231
N-be75np_150,ILS,22,7105623,0.482875
N-be75np_150,ILS,22,7110668,0.520357
N-be75np_150,ILS,22,7121155,1.984666
N-be75np_150,ILS,22,7122704,2.345083
N-be75np_150,ILS,22,7128283,2.586600
N-be75np_150,ILS,22,7128745,3.525849
N-be75np_150,ILS,22,7130415,4.144063
N-be75np_150,ILS,22,7135095,4.881609
N-be75np_150,ILS,22,7136200,5.369600
N-be75np_150,ILS,22,7136682,5.407740
N-be75np_150,ILS,22,7139033,5.761433
N-be75np_150,ILS,22,7139033,5.761463
N-be75np_150,ILS,23,7063816,0.251813
N-be75np_150,ILS,23,7073530,0.350873
N-be75np_150,ILS,23,7074045,0.390010
N-be75np_150,ILS,23,7080493,0.616135
N-be75np_150,ILS,23,7085392,0.670724
N-be75np_150,ILS,23,7089356,1.367450
N-be75np_150,ILS,23,7091660,1.926670
N-be75np_150,ILS,23,7094829,2.011651
N-be75np_150,ILS,23,7102292,2.065275
N-be75np_150,ILS,23,7106203,2.129428
N-be75np_150,ILS,23,7106348,2.757053
N-be75np_150,ILS,23,7106422,3.030357
N-be75np_150,ILS,23,7108493,3.830360
N-be75np_150,ILS,23,7109902,4.910286
N-be75np_150,ILS,23,7109969,5.736660
N-be75np_150,ILS,23,7110699,7.703968
N-be75np_150,ILS,23,7111438,7.804722
N-be75np_150,ILS,23,7112974,9.762983
N-be75np_150,ILS,23,7113103,11.489998
N-be75np_150,ILS,23,7118887,12.568646
N-be75np_150,ILS,23,7119478,12.740621
N-be75np_150,ILS,23,7119657,13.280476
N-be75np_150,ILS,23,7122761,13.611255
N-be75np_150,ILS,23,7122993,15.714311
N-be75np_150,ILS,23,7123102,16.681634
N-be75np_150,ILS,23,7123988,16.752448
N-be75np_150,ILS,23,7125346,18.405386
N-be75np_150,ILS,23,7125512,19.364303
N-be75np_150,ILS,23,7125602,20.525007
N-be75np_150,ILS,23,7126711,20.790152
N-be75np_150,ILS,23,7126891,22.081693
N-be75np_150,ILS,23,7127320,24.999348
N-be75np_150,ILS,23,7127869,27.352742
N-be75np_150,ILS,23,7130816,28.908885
N-be75np_150,ILS,23,7132345,30.104437
N-be75np_150,ILS,23,7132435,30.369761
N-be75np_150,ILS,23,7132711,30.808816
N-be75np_150,ILS,23,7132833,31.234950
N-be75np_150,ILS,23,7133286,32.616929
N-be75np_150,ILS,23,7133314,36.295601
N-be75np_150,ILS,23,7134066,38.275908
N-be75np_150,ILS,23,7134328,40.289097
N-be75np_150,ILS,23,7134514,40.640506
N-be75np_150,ILS,23,7134969,41.811909
N-be75np_150,ILS,23,7135222,41.864464
N-be75np_150,ILS,23,7135827,42.145503
N-be75np_150,ILS,23,7136062,47.347906
N-be75np_150,ILS,23,7136299,50.991570
N-be75np_150,ILS,23,7136837,52.759320
N-be75np_150,ILS,23,7137156,53.855519
N-be75np_150,ILS,23,7137172,55.962705
N-be75np_150,ILS,23,7137375,56.002157
N-be75np_150,ILS,23,7137436,57.467388
N-be75np_150,ILS,23,7137635,67.110759
N-be75np_150,ILS,23,7137690,67.833488
N-be75np_150,ILS,23,7137868,73.279871
N-be75np_150,ILS,23,7138055,74.749611
N-be75np_150,ILS,23,7138243,74.837866
N-be75np_150,ILS,23,7138561,82.133318
N-be75np_150,ILS,23,7138561,82.133339
N-be75np_150,ILS,24,7063816,0.249033
N-be75np_150,ILS,24,7074372,0.422587
N-be75np_150,ILS,24,7087594,0.478231
N-be75np_150,ILS,24,7106381,0.657072
N-be75np_150,ILS,24,7107932,0.786264
N-be75np_150,ILS,24,7108950,1.194439
N-be75np_150,ILS,24,7110462,1.243541
N-be75np_150,ILS,24,7110471,1.517731
N-be75np_150,ILS,24,7116487,1.574931
N-be75np_150,ILS,24,7117560,2.030224
N-be75np_150,ILS,24,7119999,3.032130
N-be75np_150,ILS,24,7128091,5.066826
N-be75np_150,ILS,24,7128112,5.790792
N-be75np_150,ILS,24,7132520,6.967051
N-be75np_150,ILS,24,7133217,8.340605
N-be75np_150,ILS,24,7134186,9.157187
N-be75np_150,ILS,24,7136441,10.244092
N-be75np_150,ILS,24,7136604,12.070143
N-be75np_150,ILS,24,7139318,12.093169
N-be75np_150,ILS,24,7139318,12.093189
N-be75np_150,ILS,25,7063816,0.250667
N-be75np_150,ILS,25,7070593,0.310279
N-be75np_150,ILS,25,7082057,0.373190
N-be75np_150,ILS,25,7093889,0.482212
N-be75np_150,ILS,25,7105107,0.559243
N-be75np_150,ILS,25,7111916,0.587195
N-be75np_150,ILS,25,7112411,0.808208
N-be75np_150,ILS,25,7115794,1.109673
N-be75np_150,ILS,25,7117634,1.221365
N-be75np_150,ILS,25,7118278,1.809581
N-be75np_150,ILS,25,7120564,1.865792
N-be75np_150,ILS,25,7121840,2.186316
N-be75np_150,ILS,25,7123518,2.516868
N-be75np_150,ILS,25,7123524,2.704544
N-be75np_150,ILS,25,7128399,3.009864
N-be75np_150,ILS,25,7130781,3.333745
N-be75np_150,ILS,25,7134501,3.685568
N-be75np_150,ILS,25,7136066,3.909463
N-be75np_150,ILS,25,7136853,4.358325
N-be75np_150,ILS,25,7137261,4.459701
N-be75np_150,ILS,25,7138473,4.818106
N-be75np_150,ILS,25,7138473,4.818132
N-be75np_150,MA,1,7095978,6.138708
N-be75np_150,MA,1,7122709,10.723217
N-be75np_150,MA,1,7128141,15.673838
N-be75np_150,MA,1,7134383,17.087773
N-be75np_150,MA,1,7134856,19.370448
N-be75np_150,MA,1,7138973,19.595776
N-be75np_150,MA,1,7138973,19.595802
N-be75np_150,MA,2,7094944,5.944567
N-be75np_150,MA,2,7102762,10.555491
N-be75np_150,MA,2,7108946,12.692501
N-be75np_150,MA,2,7121192,14.685889
N-be75np_150,MA,2,7122981,18.166875
N-be75np_150,MA,2,7135033,21.294986
N-be75np_150,MA,2,7140235,24.055659
N-be75np_150,MA,2,7140235,24.055686
N-be75np_150,MA,3,7084651,6.068544
N-be75np_150,MA,3,7104190,8.337458
N-be75np_150,MA,3,7125677,12.205162
N-be75np_150,MA,3,7130843,15.699118
N-be75np_150,MA,3,7133878,18.641259
N-be75np_150,MA,3,7138591,19.914262
N-be75np_150,MA,3,7138591,19.914288
N-be75np_150,MA,4,7084548,5.771384
N-be75np_150,MA,4,7120917,8.143809
N-be75np_150,MA,4,7123084,14.187893
N-be75np_150,MA,4,7127433,17.207164
N-be75np_150,MA,4,7129366,18.580892
N-be75np_150,MA,4,7132912,19.844497
N-be75np_150,MA,4,7138064,20.826096
N-be75np_150,MA,4,7138686,21.057454
N-be75np_150,MA,4,7138686,21.057478
N-be75np_150,MA,5,7104295,6.015482
N-be75np_150,MA,5,7107919,10.526574
N-be75np_150,MA,5,7113614,12.504573
N-be75np_150,MA,5,7132368,14.163304
N-be75np_150,MA,5,7137026,22.666759
N-be75np_150,MA,5,7139903,24.522575
N-be75np_150,MA,5,7139903,24.522600
N-be75np_150,MA,6,7076854,6.004588
N-be75np_150,MA,6,7099383,8.290858
N-be75np_150,MA,6,7104393,10.367740
N-be75np_150,MA,6,7119726,12.254970
N-be75np_150,MA,6,7129317,16.994005
N-be75np_150,MA,6,7132657,18.548691
N-be75np_150,MA,6,7135242,19.838812
N-be75np_150,MA,6,7138445,21.860952
N-be75np_150,MA,6,7138939,23.323809
N-be75np_150,MA,6,7138939,23.323833
N-be75np_150,MA,7,7085743,6.091225
N-be75np_150,MA,7,7107068,8.566003
N-be75np_150,MA,7,7120703,12.696422
N-be75np_150,MA,7,7125655,16.523454
N-be75np_150,MA,7,7128428,18.104375
N-be75np_150,MA,7,7134925,19.453919
N-be75np_150,MA,7,7140474,20.845695
N-be75np_150,MA,7,7140474,20.845717
N-be75np_150,MA,8,7098214,5.956903
N-be75np_150,MA,8,7107412,8.348065
N-be75np_150,MA,8,7124509,10.337164
N-be75np_150,MA,8,7127363,15.580641
N-be75np_150,MA,8,7130849,18.126088
N-be75np_150,MA,8,7140340,19.072376
N-be75np_150,MA,8,7140340,19.072399
N-be75np_150,MA,9,7085880,5.922092
N-be75np_150,MA,9,7118467,8.284443
N-be75np_150,MA,9,7118581,15.988053
N-be75np_150,MA,9,7126169,17.579788
N-be75np_150,MA,9,7127316,20.676139
N-be75np_150,MA,9,7136506,22.254432
N-be75np_150,MA,9,7139525,23.161974
N-be75np_150,MA,9,7139525,23.162002
N-be75np_150,MA,10,7086187,6.028854
N-be75np_150,MA,10,7097115,8.161847
N-be75np_150,MA,10,7119969,10.176542
N-be75np_150,MA,10,7134594,12.087814
N-be75np_150,MA,10,7136899,17.093789
N-be75np_150,MA,10,7136980,20.935173
N-be75np_150,MA,10,7142731,21.075995
N-be75np_150,MA,10,7142731,21.076032
N-be75np_150,MA,11,7098716,6.021759
N-be75np_150,MA,11,7099667,8.286736
N-be75np_150,MA,11,7117649,10.275859
N-be75np_150,MA,11,7117924,14.107097
N-be75np_150,MA,11,7123442,15.967265
N-be75np_150,MA,11,7132072,17.592862
N-be75np_150,MA,11,7137319,20.777302
N-be75np_150,MA,11,7143534,21.831939
N-be75np_150,MA,11,7143534,21.831963
N-be75np_150,MA,12,7068729,5.804183
N-be75np_150,MA,12,7084464,8.143985
N-be75np_150,MA,12,7107452,10.239258
N-be75np_150,MA,12,7113750,12.197147
N-be75np_150,MA,12,7120772,14.016645
N-be75np_150,MA,12,7122528,15.837801
N-be75np_150,MA,12,7126197,18.758739
N-be75np_150,MA,12,7130576,20.111645
N-be75np_150,MA,12,7146905,20.306125
N-be75np_150,MA,12,7146905,20.306152
N-be75np_150,MA,13,7081020,6.041742
N-be75np_150,MA,13,7103977,8.429522
N-be75np_150,MA,13,7113257,10.607011
N-be75np_150,MA,13,7122139,12.593668
N-be75np_150,MA,13,7123803,14.387014
N-be75np_150,MA,13,7128857,17.593848
N-be75np_150,MA,13,7130048,18.928049
N-be75np_150,MA,13,7136647,19.948939
N-be75np_150,MA,13,7147853,21.920540
N-be75np_150,MA,13,7147853,21.920568
N-be75np_150,MA,14,7096761,6.113435
N-be75np_150,MA,14,7111124,8.415508
N-be75np_150,MA,14,7129473,10.444786
N-be75np_150,MA,14,7132537,21.218604
N-be75np_150,MA,14,7137086,22.675983
N-be75np_150,MA,14,7143129,25.182643
N-be75np_150,MA,14,7143129,25.182668
N-be75np_150,MA,15,7098909,5.784747
N-be75np_150,MA,15,7119248,8.097966
N-be75np_150,MA,15,7121757,10.350998
N-be75np_150,MA,15,7130546,13.745594
N-be75np_150,MA,15,7132519,17.136157
N-be75np_150,MA,15,7151837,17.929473
N-be75np_150,MA,15,7151837,17.929504
N-be75np_150,MA,16,7093516,5.994205
N-be75np_150,MA,16,7101640,8.254748
N-be75np_150,MA,16,7121442,10.440387
N-be75np_150,MA,16,7126873,14.278409
N-be75np_150,MA,16,7131504,17.906243
N-be75np_150,MA,16,7140112,21.556163
N-be75np_150,MA,16,7140112,21.556191
N-be75np_150,MA,17,7093809,6.017845
N-be75np_150,MA,17,7106118,8.257953
N-be75np_150,MA,17,7118791,10.287732
N-be75np_150,MA,17,7126410,12.063408
N-be75np_150,MA,17,7131462,13.874248
N-be75np_150,MA,17,7131465,15.539835
N-be75np_150,MA,17,7131771,17.048059
N-be75np_150,MA,17,7140556,17.114588
N-be75np_150,MA,17,7140556,17.114615
N-be75np_150,MA,18,7105903,6.093063
N-be75np_150,MA,18,7108230,8.290753
N-be75np_150,MA,18,7116749,10.227091
N-be75np_150,MA,18,7119842,12.140286
N-be75np_150,MA,18,7131114,15.448605
N-be75np_150,MA,18,7134821,18.781500
N-be75np_150,MA,18,7141036,22.078973
N-be75np_150,MA,18,7141036,22.079000
N-be75np_150,MA,19,7092908,6.073531
N-be75np_150,MA,19,7107890,10.514844
N-be75np_150,MA,19,7118847,12.501757
N-be75np_150,MA,19,7126319,14.183854
N-be75np_150,MA,19,7131481,15.707035
N-be75np_150,MA,19,7136400,18.944485
N-be75np_150,MA,19,7136970,20.707435
N-be75np_150,MA,19,7137875,21.890579
N-be75np_150,MA,19,7138529,22.131088
N-be75np_150,MA,19,7138529,22.131113
N-be75np_150,MA,20,7101119,6.031827
N-be75np_150,MA,20,7112405,8.255872
N-be75np_150,MA,20,7130089,13.968717
N-be75np_150,MA,20,7137282,15.851643
N-be75np_150,MA,20,7154981,17.184868
N-be75np_150,MA,20,7154981,17.184890
N-be75np_150,MA,21,7095589,5.833936
N-be75np_150,MA,21,7107778,8.176246
N-be75np_150,MA,21,7115303,10.249823
N-be75np_150,MA,21,7132804,12.041659
N-be75np_150,MA,21,7137391,15.462795
N-be75np_150,MA,21,7147262,16.320496
N-be75np_150,MA,21,7147262,16.320522
N-be75np_150,MA,22,7105238,6.162179
N-be75np_150,MA,22,7116157,8.394843
N-be75np_150,MA,22,7126628,12.547463
N-be75np_150,MA,22,7130628,14.492316
N-be75np_150,MA,22,7142731,16.975463
N-be75np_150,MA,22,7142731,16.975488
N-be75np_150,MA,23,7108960,6.100894
N-be75np_150,MA,23,7109607,8.427650
N-be75np_150,MA,23,7114725,10.633857
N-be75np_150,MA,23,7128471,12.655379
N-be75np_150,MA,23,7132723,14.394392
N-be75np_150,MA,23,7136712,15.783436
N-be75np_150,MA,23,7141062,17.449046
N-be75np_150,MA,23,7141062,17.449067
N-be75np_150,MA,24,7105994,6.188919
N-be75np_150,MA,24,7110688,10.613637
N-be75np_150,MA,24,7118919,12.452794
N-be75np_150,MA,24,7118938,14.357830
N-be75np_150,MA,24,7126892,16.332960
N-be75np_150,MA,24,7136472,17.965896
N-be75np_150,MA,24,7143549,19.015357
N-be75np_150,MA,24,7143549,19.015383
N-be75np_150,MA,25,7088134,5.854893
N-be75np_150,MA,25,7103923,8.023255
N-be75np_150,MA,25,7110763,10.226674
N-be75np_150,MA,25,7114174,12.176012
N-be75np_150,MA,25,7119679,15.638406
N-be75np_150,MA,25,7130754,17.382523
N-be75np_150,MA,25,7136948,18.788139
N-be75np_150,MA,25,7140180,20.240329
N-be75np_150,MA,25,7140180,20.240356
